id	text
ParlaMint-UA_2016-05-17-m1.u26.p1.sent3	Ще раз наголошую на тому, що це кошти місцевих бюджетів Донецької і Луганської області І контроль.
ParlaMint-UA_2016-05-17-m1.u26.p1.sent4	Ми записали в своєму рішенні, що контроль переліку об’єктів і їх використання бюджетний комітет залишає за собою.
ParlaMint-UA_2016-05-17-m1.u27.p1.sent1	Дякую дуже вам, шановні колеги.
ParlaMint-UA_2016-05-17-m1.u27.p2.sent1	Тепер у нас наступний розділ – це є виступи від фракцій.
ParlaMint-UA_2016-05-17-m1.u27.p2.sent2	І я прошу приготуватися до запису.
ParlaMint-UA_2016-05-17-m1.u27.p2.sent3	І прошу провести запис на виступи від фракцій.
ParlaMint-UA_2016-05-17-m1.u27.p2.sent4	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u27.p3.sent1	Курило Віталій Семенович, "Блок Петра Порошенка".
ParlaMint-UA_2016-05-17-m1.u28.p1.sent1	Шановні народні депутати, фракція "Блоку Петра Порошенка" буде підтримувати цей законопроект, тому що ми вважаємо, що реально Донбасу і українському Донбасу сьогодні можна допомогти, в першу чергу, через фінансування.
ParlaMint-UA_2016-05-17-m1.u28.p2.sent1	Ви знаєте, за ці декілька років люди вже наслухалися різних.
ParlaMint-UA_2016-05-17-m1.u28.p2.sent2	багато різних речей, але людям, які там проживають, людям, які залишилися, які вірять в українську владу, їм потрібно в першу чергу реальна допомога.
ParlaMint-UA_2016-05-17-m1.u28.p2.sent3	Реальна допомога може надійти туди тоді, коли ми відремонтуємо дороги, яких, на превеликий жаль, сьогодні в Донбасі фактично немає.
ParlaMint-UA_2016-05-17-m1.u28.p2.sent4	Реальна допомога може надійти тоді, коли ми людям дамо житло, коли ми відремонтуємо хоча б гуртожитки, коли ми зможемо переселенцям, молодим спеціалістам надати квартири.
ParlaMint-UA_2016-05-17-m1.u28.p2.sent5	Реальна допомога буде тоді, коли ми відремонтуємо школи і коли ми дамо шкільні автобуси, реальна допомога – це дитячі садочки, це мости, це все те, що говорив доповідач.
ParlaMint-UA_2016-05-17-m1.u28.p3.sent1	І я вважаю, що на сьогоднішній день створені уже умови для того, щоб цей український Донбас відбудовувати і показати тій частині, яка обманом залишилася сьогодні під контролем російських окупантів, показати їй, що українська влада дбає про Донбас.
ParlaMint-UA_2016-05-17-m1.u28.p3.sent2	І Донбас був, є і буде українським.
ParlaMint-UA_2016-05-17-m1.u28.p3.sent3	Дякую за увагу.
ParlaMint-UA_2016-05-17-m1.u29.p1.sent1	Дякую вам.
ParlaMint-UA_2016-05-17-m1.u29.p2.sent1	Від "Народного фронту" Масоріна Олена Сергіївна.
ParlaMint-UA_2016-05-17-m1.u29.p2.sent2	Будь ласка.
ParlaMint-UA_2016-05-17-m1.u30.p1.sent1	Прошу передати слово Максиму Бурбаку.
ParlaMint-UA_2016-05-17-m1.u31.p1.sent1	Шановні колеги, фракція "Народного фронту" обов’язково уде підтримувати даний законопроект, тому що нам треба підтримати наших громадян на Донбасі.
ParlaMint-UA_2016-05-17-m1.u31.p1.sent2	Але підтримати не лише гучними заявами і словами в ефір або з трибуни, але й конкретними діями, показати, що країна Україна і українська держава, вона є і вона повертається на звільнені від терористів території.
ParlaMint-UA_2016-05-17-m1.u31.p1.sent3	Зокрема, минулої суботи міністр Аваков запустив нову поліцію у Слов’янську та Краматорську.
ParlaMint-UA_2016-05-17-m1.u31.p1.sent4	Разом з міністром інфраструктури Омеляном ми інспектували ті об’єкти інфраструктури, які вже відбували в 2014 році, після того, як звільнили Слов’янськ від терористів і були на тому ж мості, які нам показували на фотографіях.
ParlaMint-UA_2016-05-17-m1.u31.p1.sent5	Так уявіть, що підрозділи Державної спеціальної служби транспорту під головування генерал-лейтенанта Малькова уже другий рік поспіль наводять і охороняють переправу через річку Сіверський Донець.
